"","dt","Value","percent_change_last_update","Item","url"
"121",2017-03-01,91.2979989532787,-0.00627316393915323,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"122",2017-04-01,90.0735935490957,-0.0134110869703682,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"123",2017-05-01,90.2532160833242,0.00199417528657301,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"124",2017-06-01,89.5592786669165,-0.00768878325362946,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"125",2017-07-01,89.6658891638506,0.0011903903037297,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"126",2017-08-01,89.3822406295834,-0.00316339398306598,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"127",2017-09-01,89.2407394245618,-0.00158310201249155,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"128",2017-10-01,89.4823898842792,0.00270784914239399,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"129",2017-11-01,89.8112671142154,0.00367532908275625,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"130",2017-12-01,90.1827885429253,0.00413669064748185,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"131",2018-01-01,89.0721010021387,-0.0123159591617409,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"132",2018-02-01,88.8627567536135,-0.00235027855153193,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"133",2018-03-01,87.6945641569048,-0.01314603146904,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"134",2018-04-01,88.0376561197656,0.00391235153694265,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"135",2018-05-01,87.8825863060432,-0.00176140325125706,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"136",2018-06-01,88.4020701820132,0.00591111274491787,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"137",2018-07-01,87.7016715233671,-0.00792287620871351,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"138",2018-08-01,88.4841279584413,0.00892179614690375,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"139",2018-09-01,88.4434221323392,-0.000460035342397571,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"140",2018-10-01,89.1063455860024,0.00749545232059491,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"141",2018-11-01,89.5121115985759,0.00455372745796143,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"142",2018-12-01,89.0695165052433,-0.00494452745475935,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"143",2019-01-01,89.3887018718219,0.00358355337608451,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"144",2019-02-01,89.1166835735839,-0.00304309484914623,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"145",2019-03-01,90.0748857975434,0.0107522204096427,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"146",2019-04-01,90.2157408783413,0.00156375530816022,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"147",2019-05-01,90.0548559466043,-0.00178333548193027,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"148",2019-06-01,90.1246373627794,0.000774876773068747,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"149",2019-07-01,90.5039122821754,0.0042083378141018,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"150",2019-08-01,91.1435752637802,0.00706779370609416,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"151",2019-09-01,91.6469060341541,0.00552239440813254,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"152",2019-10-01,92.3957640095885,0.00817112118498872,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"153",2019-11-01,92.9985979104343,0.00652447552447557,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"154",2019-12-01,93.5878632025793,0.00633628146429246,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"155",2020-01-01,94.7554096750641,0.012475404743001,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"156",2020-02-01,94.4892064948407,-0.00280937184627537,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"157",2020-03-01,94.5247433271521,0.000376094091903561,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"158",2020-04-01,95.4596850790533,0.00989097371748864,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"159",2020-05-01,94.8930341347427,-0.00593602360872316,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"160",2020-06-01,93.9910447182575,-0.00950532802233352,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"161",2020-07-01,94.3638583954151,0.00396648083096738,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"162",2020-08-01,98.1721145707474,0.0403571477479699,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"163",2020-09-01,98.2270351297741,0.000559431354482086,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"164",2020-10-01,96.3248454147794,-0.0193652359809243,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"165",2020-11-01,97.031705315664,0.0073382926060332,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"166",2020-12-01,99.2117284469112,0.02246712169136,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"167",2021-01-01,97.8180384960812,-0.0140476330031458,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"168",2021-02-01,96.3965652036261,-0.0145318114563515,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"169",2021-03-01,95.6851824331746,-0.00737975226553706,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"170",2021-04-01,97.5440818251717,0.0194272440593958,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"171",2021-05-01,99.2401579127603,0.0173877907901012,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"172",2021-06-01,99.2440346581034,3.90642802732303e-05,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"173",2021-07-01,100.186083776467,0.00949224929849792,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"174",2021-08-01,99.4960231054022,-0.00688778965154731,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"175",2021-09-01,100.039413577654,0.00546142906311493,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"176",2021-10-01,100.512376509508,0.00472776593683405,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"177",2021-11-01,101.517745801808,0.0100024427559429,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"178",2021-12-01,103.397967293192,0.0185211115212767,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"179",2022-01-01,104.486686610368,0.0105294073537133,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"180",2022-02-01,107.218499828777,0.0261450841923653,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"181",2022-03-01,108.37053931989,0.0107447827842426,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"182",2022-04-01,111.881578352254,0.0323984641434737,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"183",2022-05-01,115.026264949699,0.0281072777463359,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"184",2022-06-01,115.563194179713,0.00466788372419609,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"185",2022-07-01,115.79127603073,0.00197365478373669,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"186",2022-08-01,116.375372329084,0.00504438951168738,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"187",2022-09-01,115.200718490137,-0.0100936634224071,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"188",2022-10-01,115.121245210604,-0.000689867915533225,"Milk","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SEFJ01"
"189",2015-01-01,100,NA,"Gasoline (all types)","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SETB01"
"190",2015-02-01,105.261366950773,0.0526136695077292,"Gasoline (all types)","https://beta.bls.gov/dataViewer/view/timeseries/CUUR0000SETB01"
